web-scraper-order,web-scraper-start-url,Disease,Disease-href,Symptoms
1576022230-4210,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic dissection,https://www.mayoclinic.org/diseases-conditions/aortic-dissection/symptoms-causes/syc-20369496,Weak pulse in one arm or thigh compared with the other
1576022131-3958,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atypical depression,https://www.mayoclinic.org/diseases-conditions/atypical-depression/symptoms-causes/syc-20369747,"Heavy, leaden feeling in your arms or legs that lasts an hour or more in a day"
1576022420-4743,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],"Macular degeneration, wet",https://www.mayoclinic.org/diseases-conditions/wet-macular-degeneration/symptoms-causes/syc-20351107,Decreased intensity or brightness of colors
1576022236-4240,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Social anxiety disorder,https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561,Spending time after a social situation analyzing your performance and identifying flaws in your interactions
1576022481-4909,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute lymphocytic leukemia,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077,"Weakness, fatigue or a general decrease in energy"
1576022355-4574,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hair loss,https://www.mayoclinic.org/diseases-conditions/hair-loss/symptoms-causes/syc-20372926,"Gradual thinning on top of head. This is the most common type of hair loss, affecting both men and women as they age. In men, hair often begins to recede from the forehead in a line that resembles the letter M. Women typically retain the hairline on the forehead but have a broadening of the part in their hair."
1576022156-4029,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Astrocytoma,https://www.mayoclinic.org/diseases-conditions/astrocytoma/cdc-20350132,"Removing a sample of tissue for testing (biopsy). A biopsy can be done with a needle before surgery or during surgery to remove your astrocytoma, depending on your particular situation and the location of your tumor. The sample of suspicious tissue is analyzed in a laboratory to determine the types of cells and their level of aggressiveness.

Specialized tests of the tumor cells can tell your doctor the types of mutations the cells have acquired. This gives your doctor clues about your prognosis and may guide your treatment options."
1576022328-4504,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,Seizures
1576022275-4360,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vasculitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,Night sweats
1576022240-4262,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,Failure to consider the negative consequences of behavior or learn from them
1576022232-4216,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Coarctation of the aorta,https://www.mayoclinic.org/diseases-conditions/coarctation-of-the-aorta/symptoms-causes/syc-20352529,Heavy sweating
1576022203-4137,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Arteriovenous fistula,https://www.mayoclinic.org/diseases-conditions/arteriovenous-fistula/symptoms-causes/syc-20369567,Decreased blood pressure
1576022160-4035,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Occupational asthma,https://www.mayoclinic.org/diseases-conditions/occupational-asthma/symptoms-causes/syc-20375772,"Wheezing, sometimes just at night"
1576022236-4241,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Social anxiety disorder,https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561,Expecting the worst possible consequences from a negative experience during a social situation
1576022193-4108,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Thumb arthritis,https://www.mayoclinic.org/diseases-conditions/thumb-arthritis/symptoms-causes/syc-20378339,"Swelling, stiffness and tenderness at the base of your thumb"
1576022471-4869,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol use disorder,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243,Feeling a strong craving or urge to drink alcohol
1576022307-4434,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aplastic anemia,https://www.mayoclinic.org/diseases-conditions/aplastic-anemia/symptoms-causes/syc-20355015,Headache
1576022505-4963,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acromegaly,https://www.mayoclinic.org/diseases-conditions/acromegaly/symptoms-causes/syc-20351222,"A deepened, husky voice due to enlarged vocal cords and sinuses"
1576022493-4948,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute coronary syndrome,https://www.mayoclinic.org/diseases-conditions/acute-coronary-syndrome/symptoms-causes/syc-20352136,"Sudden, heavy sweating (diaphoresis)"
1576022377-4650,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Food allergy,https://www.mayoclinic.org/diseases-conditions/food-allergy/symptoms-causes/syc-20355095,"Dizziness, lightheadedness or fainting"
1576022502-4952,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Actinic keratosis,https://www.mayoclinic.org/diseases-conditions/actinic-keratosis/symptoms-causes/syc-20354969,"Rough, dry or scaly patch of skin, usually less than 1 inch (2.5 centimeters) in diameter"
1576022224-4179,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve stenosis,https://www.mayoclinic.org/diseases-conditions/aortic-stenosis/symptoms-causes/syc-20353139,Abnormal heart sound (heart murmur) heard through a stethoscope
1576022420-4745,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],"Macular degeneration, wet",https://www.mayoclinic.org/diseases-conditions/wet-macular-degeneration/symptoms-causes/syc-20351107,A general haziness in your overall vision
1576022250-4280,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anterior prolapse (cystocele),https://www.mayoclinic.org/diseases-conditions/cystocele/symptoms-causes/syc-20369452,"Increased discomfort when you strain, cough, bear down or lift"
1576022357-4586,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Wheat allergy,https://www.mayoclinic.org/diseases-conditions/wheat-allergy/symptoms-causes/syc-20378897,Anaphylaxis
1576022311-4452,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ehrlichiosis,https://www.mayoclinic.org/diseases-conditions/ehrlichiosis/symptoms-causes/syc-20372142,Loss of appetite
1576022328-4496,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,Sudden low blood pressure
1576022388-4682,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Churg-Strauss syndrome,https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760,Cough
1576022416-4736,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Myelofibrosis,https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057,Easy bruising
1576022346-4546,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alzheimer's disease,https://www.mayoclinic.org/diseases-conditions/alzheimers-disease/symptoms-causes/syc-20350447,Repeat statements and questions over and over
1576022511-4986,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acne,https://www.mayoclinic.org/diseases-conditions/acne/symptoms-causes/syc-20368047,"Small red, tender bumps (papules)"
1576022473-4878,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute sinusitis,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671,"Pain, tenderness, swelling and pressure around your eyes, cheeks, nose or forehead that worsens when bending over"
1576022250-4279,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anterior prolapse (cystocele),https://www.mayoclinic.org/diseases-conditions/cystocele/symptoms-causes/syc-20369452,A feeling of fullness or pressure in your pelvis and vagina
1576022199-4122,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Giant cell arteritis,https://www.mayoclinic.org/diseases-conditions/giant-cell-arteritis/symptoms-causes/syc-20372758,Scalp tenderness
1576022513-4990,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],ACL injury,https://www.mayoclinic.org/diseases-conditions/acl-injury/symptoms-causes/syc-20350738,"A loud ""pop"" or a ""popping"" sensation in the knee"
1576022176-4074,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Asbestosis,https://www.mayoclinic.org/diseases-conditions/asbestosis/symptoms-causes/syc-20354637,Chest tightness or pain
1576022444-4778,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adrenal cancer,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026,Vomiting
1576022303-4416,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Iron deficiency anemia,https://www.mayoclinic.org/diseases-conditions/iron-deficiency-anemia/symptoms-causes/syc-20355034,"Poor appetite, especially in infants and children with iron deficiency anemia"
1576022305-4423,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Thalassemia,https://www.mayoclinic.org/diseases-conditions/thalassemia/symptoms-causes/syc-20354995,Dark urine
1576022201-4129,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Arteriovenous malformation,https://www.mayoclinic.org/diseases-conditions/arteriovenous-malformation/symptoms-causes/syc-20350544,Bleeding
1576022271-4345,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hives and angioedema,https://www.mayoclinic.org/diseases-conditions/hives-and-angioedema/symptoms-causes/syc-20354908,Itchy ranging from mild to intense
1576022185-4091,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Juvenile idiopathic arthritis,https://www.mayoclinic.org/diseases-conditions/juvenile-idiopathic-arthritis/symptoms-causes/syc-20374082,"Fever, swollen lymph nodes and rash. In some cases, high fever, swollen lymph nodes or a rash on the trunk may occur — which is usually worse in the evenings."
1576022509-4980,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acoustic neuroma,https://www.mayoclinic.org/diseases-conditions/acoustic-neuroma/symptoms-causes/syc-20356127,Ringing (tinnitus) in the affected ear
1576022127-3946,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autism spectrum disorder,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes/syc-20352928,Speaks with an abnormal tone or rhythm and may use a singsong voice or robot-like speech
1576022491-4941,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Sweet's syndrome,https://www.mayoclinic.org/diseases-conditions/sweets-syndrome/symptoms-causes/syc-20351117,Pregnancy. Some women develop Sweet's syndrome during pregnancy.
1576022416-4734,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Myelofibrosis,https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057,"Feeling tired, weak or short of breath, usually because of anemia"
1576022350-4562,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amyotrophic lateral sclerosis (ALS),https://www.mayoclinic.org/diseases-conditions/amyotrophic-lateral-sclerosis/symptoms-causes/syc-20354022,Slurred speech or trouble swallowing
1576022336-4525,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Chagas disease,https://www.mayoclinic.org/diseases-conditions/chagas-disease/symptoms-causes/syc-20356212,Headache
1576022164-4047,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Childhood asthma,https://www.mayoclinic.org/diseases-conditions/childhood-asthma/symptoms-causes/syc-20351507,A whistling or wheezing sound when breathing out
1576022228-4195,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve disease,https://www.mayoclinic.org/diseases-conditions/aortic-valve-disease/symptoms-causes/syc-20355117,Abnormal heart sound (heart murmur) heard through a stethoscope
1576022309-4439,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anemia,https://www.mayoclinic.org/diseases-conditions/anemia/symptoms-causes/syc-20351360,Shortness of breath
1576022475-4879,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],ARDS,https://www.mayoclinic.org/diseases-conditions/ards/symptoms-causes/syc-20355576,Severe shortness of breath
1576022328-4495,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,Excess fluid in the lungs (pulmonary edema)
1576022348-4557,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dry socket,https://www.mayoclinic.org/diseases-conditions/dry-socket/symptoms-causes/syc-20354376,Unpleasant taste in your mouth
1576022254-4299,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,Constipation and abdominal pain
1576022338-4534,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amenorrhea,https://www.mayoclinic.org/diseases-conditions/amenorrhea/symptoms-causes/syc-20369299,Excess facial hair
1576022489-4933,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Guillain-Barré syndrome,https://www.mayoclinic.org/diseases-conditions/guillain-barre-syndrome/symptoms-causes/syc-20362793,Difficulty with bladder control or bowel function
1576022311-4446,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ehrlichiosis,https://www.mayoclinic.org/diseases-conditions/ehrlichiosis/symptoms-causes/syc-20372142,Chills
1576022369-4627,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Nickel allergy,https://www.mayoclinic.org/diseases-conditions/nickel-allergy/symptoms-causes/syc-20351529,Redness or changes in skin color
1576022479-4897,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109,Pale skin
1576022425-4753,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],"Macular degeneration, dry",https://www.mayoclinic.org/diseases-conditions/dry-macular-degeneration/symptoms-causes/syc-20350375,Difficulty recognizing faces
1576022515-4996,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Infant reflux,https://www.mayoclinic.org/diseases-conditions/infant-acid-reflux/symptoms-causes/syc-20351408,"Consistently spits up forcefully, causing stomach contents to shoot out of his or her mouth (projectile vomiting)"
1576022191-4103,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Osteoarthritis,https://www.mayoclinic.org/diseases-conditions/osteoarthritis/symptoms-causes/syc-20351925,Tenderness. Your joint might feel tender when you apply light pressure to or near it.
1576022140-3992,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrioventricular canal defect,https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492,Excessive sweating
1576022213-4163,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Appendicitis,https://www.mayoclinic.org/diseases-conditions/appendicitis/symptoms-causes/syc-20369543,Abdominal bloating
1576022213-4162,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Appendicitis,https://www.mayoclinic.org/diseases-conditions/appendicitis/symptoms-causes/syc-20369543,Constipation or diarrhea
1576022489-4930,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Guillain-Barré syndrome,https://www.mayoclinic.org/diseases-conditions/guillain-barre-syndrome/symptoms-causes/syc-20362793,Unsteady walking or inability to walk or climb stairs
1576022311-4445,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ehrlichiosis,https://www.mayoclinic.org/diseases-conditions/ehrlichiosis/symptoms-causes/syc-20372142,Headache
1576022176-4070,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Asbestosis,https://www.mayoclinic.org/diseases-conditions/asbestosis/symptoms-causes/syc-20354637,Shortness of breath
1576022365-4609,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Penicillin allergy,https://www.mayoclinic.org/diseases-conditions/penicillin-allergy/symptoms-causes/syc-20376222,Skin rash
1576022127-3945,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autism spectrum disorder,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes/syc-20352928,"Can't start a conversation or keep one going, or only starts one to make requests or label items"
1576022438-4764,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adrenoleukodystrophy,https://www.mayoclinic.org/diseases-conditions/adrenoleukodystrophy/symptoms-causes/syc-20369157,Adrenomyeloneuropathy. This adult-onset form of X-linked ALD is a less severe and slowly progressive form that causes symptoms such as a stiff gait and bladder and bowel dysfunction. Women who are carriers for ALD may develop a mild form of adrenomyeloneuropathy.
1576022328-4494,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,Sudden shortness of breath
1576022420-4742,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],"Macular degeneration, wet",https://www.mayoclinic.org/diseases-conditions/wet-macular-degeneration/symptoms-causes/syc-20351107,Reduced central vision in one or both eyes
1576022361-4597,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Shellfish allergy,https://www.mayoclinic.org/diseases-conditions/shellfish-allergy/symptoms-causes/syc-20377503,"Dizziness, lightheadedness or fainting"
1576022224-4184,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve stenosis,https://www.mayoclinic.org/diseases-conditions/aortic-stenosis/symptoms-causes/syc-20353139,"Heart palpitations — sensations of a rapid, fluttering heartbeat"
1576022357-4579,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Wheat allergy,https://www.mayoclinic.org/diseases-conditions/wheat-allergy/symptoms-causes/syc-20378897,"Swelling, itching or irritation of the mouth or throat"
1576022373-4638,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Milk allergy,https://www.mayoclinic.org/diseases-conditions/milk-allergy/symptoms-causes/syc-20375101,Itching or tingling feeling around the lips or mouth
1576022273-4349,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Angina,https://www.mayoclinic.org/diseases-conditions/angina/symptoms-causes/syc-20369373,"Pain in your arms, neck, jaw, shoulder or back accompanying chest pain"
1576022135-3971,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vaginal atrophy,https://www.mayoclinic.org/diseases-conditions/vaginal-atrophy/symptoms-causes/syc-20352288,Genital itching
1576022505-4965,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acromegaly,https://www.mayoclinic.org/diseases-conditions/acromegaly/symptoms-causes/syc-20351222,Impaired vision
1576022363-4601,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pet allergy,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192,Nasal congestion
1576022386-4675,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hay fever,https://www.mayoclinic.org/diseases-conditions/hay-fever/symptoms-causes/syc-20373039,Postnasal drip
1576022311-4447,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ehrlichiosis,https://www.mayoclinic.org/diseases-conditions/ehrlichiosis/symptoms-causes/syc-20372142,Muscle aches
1576022442-4769,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pheochromocytoma,https://www.mayoclinic.org/diseases-conditions/pheochromocytoma/symptoms-causes/syc-20355367,Tremors
1576022528-5025,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Separated shoulder,https://www.mayoclinic.org/diseases-conditions/separated-shoulder/symptoms-causes/syc-20354049,Shoulder or arm weakness
1576022471-4867,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol use disorder,https://www.mayoclinic.org/diseases-conditions/alcohol-use-disorder/symptoms-causes/syc-20369243,Wanting to cut down on how much you drink or making unsuccessful attempts to do so
1576022457-4819,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Attention-deficit/hyperactivity disorder (ADHD) in children,https://www.mayoclinic.org/diseases-conditions/adhd/symptoms-causes/syc-20350889,Combined. This is a mix of inattentive symptoms and hyperactive/impulsive symptoms.
1576022324-4479,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,"Numbness, tingling or pain in your hands or feet, especially pain in your wrist (carpal tunnel syndrome)"
1576022363-4604,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pet allergy,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192,Cough
1576022127-3942,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autism spectrum disorder,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes/syc-20352928,"Resists cuddling and holding, and seems to prefer playing alone, retreating into his or her own world"
1576022400-4725,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Albinism,https://www.mayoclinic.org/diseases-conditions/albinism/symptoms-causes/syc-20369184,Sunburn and the inability to tan
1576022505-4968,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acromegaly,https://www.mayoclinic.org/diseases-conditions/acromegaly/symptoms-causes/syc-20351222,Pain and limited joint mobility
1576022450-4794,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adjustment disorders,https://www.mayoclinic.org/diseases-conditions/adjustment-disorders/symptoms-causes/syc-20355224,Trouble sleeping
1576022493-4945,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute coronary syndrome,https://www.mayoclinic.org/diseases-conditions/acute-coronary-syndrome/symptoms-causes/syc-20352136,Nausea or vomiting
1576022172-4064,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrial septal defect,https://www.mayoclinic.org/diseases-conditions/atrial-septal-defect/symptoms-causes/syc-20369715,Heart palpitations or skipped beats
1576022450-4796,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adjustment disorders,https://www.mayoclinic.org/diseases-conditions/adjustment-disorders/symptoms-causes/syc-20355224,Difficulty concentrating
1576022332-4516,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dissociative disorders,https://www.mayoclinic.org/diseases-conditions/dissociative-disorders/symptoms-causes/syc-20355215,"Mental health problems, such as depression, anxiety, and suicidal thoughts and behaviors"
1576022283-4366,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Angelman syndrome,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,"Difficulty walking, moving or balancing well (ataxia)"
1576022257-4311,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ankylosing spondylitis,https://www.mayoclinic.org/diseases-conditions/ankylosing-spondylitis/symptoms-causes/syc-20354808,Your hip and shoulder joints
1576022392-4696,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Fetal alcohol syndrome,https://www.mayoclinic.org/diseases-conditions/fetal-alcohol-syndrome/symptoms-causes/syc-20352901,"Distinctive facial features, including small eyes, an exceptionally thin upper lip, a short, upturned nose, and a smooth skin surface between the nose and upper lip"
1576022316-4464,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anal itching,https://www.mayoclinic.org/diseases-conditions/anal-itching/symptoms-causes/syc-20369345,You have anal bleeding or stool leakage
1576022367-4623,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Peanut allergy,https://www.mayoclinic.org/diseases-conditions/peanut-allergy/symptoms-causes/syc-20376175,Tightening of the throat
1576022359-4591,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Soy allergy,https://www.mayoclinic.org/diseases-conditions/soy-allergy/symptoms-causes/syc-20377802,"Abdominal pain, diarrhea, nausea or vomiting"
1576022291-4378,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Thoracic aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/thoracic-aortic-aneurysm/symptoms-causes/syc-20350188,Shortness of breath
1576022324-4476,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,Swelling of your ankles and legs
1576022127-3941,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autism spectrum disorder,https://www.mayoclinic.org/diseases-conditions/autism-spectrum-disorder/symptoms-causes/syc-20352928,Fails to respond to his or her name or appears not to hear you at times
1576022344-4543,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ambiguous genitalia,https://www.mayoclinic.org/diseases-conditions/ambiguous-genitalia/symptoms-causes/syc-20369273,"An enlarged clitoris, which may resemble a penis"
1576022336-4519,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Chagas disease,https://www.mayoclinic.org/diseases-conditions/chagas-disease/symptoms-causes/syc-20356212,Swelling at the infection site
1576022463-4830,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Addison's disease,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293,"Low blood pressure, even fainting"
1576022467-4848,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Compulsive gambling,https://www.mayoclinic.org/diseases-conditions/compulsive-gambling/symptoms-causes/syc-20355178,Trying to get back lost money by gambling more (chasing losses)
1576022416-4737,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Myelofibrosis,https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057,Easy bleeding
1576022238-4249,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Generalized anxiety disorder,https://www.mayoclinic.org/diseases-conditions/generalized-anxiety-disorder/symptoms-causes/syc-20360803,"Difficulty concentrating, or the feeling that your mind ""goes blank"""
1576022473-4876,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute sinusitis,https://www.mayoclinic.org/diseases-conditions/acute-sinusitis/symptoms-causes/syc-20351671,"Thick, yellow or greenish discharge from the nose or down the back of the throat (postnasal drainage)"
1576022450-4801,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adjustment disorders,https://www.mayoclinic.org/diseases-conditions/adjustment-disorders/symptoms-causes/syc-20355224,Suicidal thoughts or behavior
1576022444-4782,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adrenal cancer,https://www.mayoclinic.org/diseases-conditions/adrenal-cancer/symptoms-causes/syc-20351026,Loss of appetite
1576022228-4198,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve disease,https://www.mayoclinic.org/diseases-conditions/aortic-valve-disease/symptoms-causes/syc-20355117,Fainting
1576022326-4489,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ampullary cancer,https://www.mayoclinic.org/diseases-conditions/ampullary-cancer/symptoms-causes/syc-20355066,Fever
1576022324-4482,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amyloidosis,https://www.mayoclinic.org/diseases-conditions/amyloidosis/symptoms-causes/syc-20353178,An enlarged tongue
1576022168-4055,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Asthma,https://www.mayoclinic.org/diseases-conditions/asthma/symptoms-causes/syc-20369653,"Trouble sleeping caused by shortness of breath, coughing or wheezing"
1576022463-4834,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Addison's disease,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293,Abdominal pain
1576022346-4547,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alzheimer's disease,https://www.mayoclinic.org/diseases-conditions/alzheimers-disease/symptoms-causes/syc-20350447,"Forget conversations, appointments or events, and not remember them later"
